Sample,Cross,Tank,System,Year,Polyp,UniPolyp,Mesentry,UniMesentary,Egg,D1,D2,AverageDiameter,Treatment
5483,LL,SGS4B,SGS4,2021,4,5483_4,2,5483_4_2,4,0.33,0.12,0.225,Ambient
5483,LL,SGS4B,SGS4,2021,4,5483_4,2,5483_4_2,5,0.19,0.11,0.15,Ambient
5483,LL,SGS4B,SGS4,2021,4,5483_4,3,5483_4_3,1,0.21,0.17,0.19,Ambient
5483,LL,SGS4B,SGS4,2021,4,5483_4,3,5483_4_3,2,0.14,0.39,0.265,Ambient
5483,LL,SGS4B,SGS4,2021,4,5483_4,4,5483_4_4,1,0.28,0.17,0.225,Ambient
5483,LL,SGS4B,SGS4,2021,4,5483_4,4,5483_4_4,2,0.29,0.23,0.26,Ambient
5483,LL,SGS4B,SGS4,2021,5,5483_5,1,5483_5_1,1,0.27,0.21,0.24,Ambient
5483,LL,SGS4B,SGS4,2021,5,5483_5,1,5483_5_1,2,0.19,0.37,0.28,Ambient
5483,LL,SGS4B,SGS4,2021,5,5483_5,2,5483_5_2,1,0.22,0.18,0.2,Ambient
5483,LL,SGS4B,SGS4,2021,5,5483_5,2,5483_5_2,2,0.21,0.25,0.23,Ambient
5483,LL,SGS4B,SGS4,2021,5,5483_5,2,5483_5_2,3,0.3,0.2,0.25,Ambient
5483,LL,SGS4B,SGS4,2021,5,5483_5,3,5483_5_3,1,0.29,0.16,0.225,Ambient
5483,LL,SGS4B,SGS4,2021,5,5483_5,3,5483_5_3,2,0.32,0.22,0.27,Ambient
5483,LL,SGS4B,SGS4,2021,5,5483_5,4,5483_5_4,1,0.24,0.18,0.21,Ambient
5483,LL,SGS4B,SGS4,2021,5,5483_5,4,5483_5_4,2,0.23,0.23,0.23,Ambient
5483,LL,SGS4B,SGS4,2021,5,5483_5,4,5483_5_4,3,0.2,0.21,0.205,Ambient
5483,LL,SGS4B,SGS4,2021,5,5483_5,4,5483_5_4,4,0.3,0.19,0.245,Ambient
5483,LL,SGS4B,SGS4,2021,7,5483_7,1,5483_7_1,1,0.2,0.11,0.155,Ambient
5483,LL,SGS4B,SGS4,2021,7,5483_7,1,5483_7_1,2,0.16,0.16,0.16,Ambient
5483,LL,SGS4B,SGS4,2021,7,5483_7,1,5483_7_1,3,0.13,0.2,0.165,Ambient
5483,LL,SGS4B,SGS4,2021,7,5483_7,1,5483_7_1,4,0.2,0.17,0.185,Ambient
5483,LL,SGS4B,SGS4,2021,7,5483_7,1,5483_7_1,5,0.21,0.24,0.225,Ambient
5483,LL,SGS4B,SGS4,2021,7,5483_7,2,5483_7_2,1,0.17,0.26,0.215,Ambient
5483,LL,SGS4B,SGS4,2021,7,5483_7,2,5483_7_2,2,0.15,0.3,0.225,Ambient
5483,LL,SGS4B,SGS4,2021,7,5483_7,3,5483_7_3,1,0.26,0.14,0.2,Ambient
5483,LL,SGS4B,SGS4,2021,7,5483_7,3,5483_7_3,2,0.16,0.26,0.21,Ambient
5483,LL,SGS4B,SGS4,2021,7,5483_7,3,5483_7_3,3,0.16,0.21,0.185,Ambient
5483,LL,SGS4B,SGS4,2021,7,5483_7,3,5483_7_3,4,0.23,0.12,0.175,Ambient
5483,LL,SGS4B,SGS4,2021,7,5483_7,3,5483_7_3,5,0.2,0.22,0.21,Ambient
5483,LL,SGS4B,SGS4,2021,7,5483_7,4,5483_7_4,1,0.22,0.18,0.2,Ambient
5483,LL,SGS4B,SGS4,2021,7,5483_7,4,5483_7_4,2,0.22,0.18,0.2,Ambient
5483,LL,SGS4B,SGS4,2021,6,5483_6,1,5483_6_1,1,0.48,0.14,0.31,Ambient
5483,LL,SGS4B,SGS4,2021,6,5483_6,1,5483_6_1,2,0.12,0.4,0.26,Ambient
5483,LL,SGS4B,SGS4,2021,6,5483_6,1,5483_6_1,3,0.41,0.15,0.28,Ambient
5483,LL,SGS4B,SGS4,2021,6,5483_6,2,5483_6_2,1,0.15,0.4,0.275,Ambient
5483,LL,SGS4B,SGS4,2021,6,5483_6,2,5483_6_2,2,0.33,0.17,0.25,Ambient
5483,LL,SGS4B,SGS4,2021,6,5483_6,2,5483_6_2,3,0.15,0.32,0.235,Ambient
5483,LL,SGS4B,SGS4,2021,6,5483_6,2,5483_6_2,4,0.33,0.15,0.24,Ambient
5483,LL,SGS4B,SGS4,2021,6,5483_6,3,5483_6_3,1,0.16,0.25,0.205,Ambient
5483,LL,SGS4B,SGS4,2021,6,5483_6,3,5483_6_3,2,0.34,0.14,0.24,Ambient
5483,LL,SGS4B,SGS4,2021,6,5483_6,3,5483_6_3,3,0.13,0.4,0.265,Ambient
5483,LL,SGS4B,SGS4,2021,6,5483_6,3,5483_6_3,4,0.45,0.13,0.29,Ambient
5483,LL,SGS4B,SGS4,2021,6,5483_6,4,5483_6_4,1,0.18,0.31,0.245,Ambient
5483,LL,SGS4B,SGS4,2021,6,5483_6,4,5483_6_4,2,0.31,0.16,0.235,Ambient
5483,LL,SGS4B,SGS4,2021,6,5483_6,4,5483_6_4,3,0.16,0.31,0.235,Ambient
5483,LL,SGS4B,SGS4,2021,6,5483_6,4,5483_6_4,4,0.11,0.51,0.31,Ambient
5490,LL,SGS4A,SGS4,2021,1,5490_1,1,5490_1_1,1,0.16,0.28,0.22,Ambient
5490,LL,SGS4A,SGS4,2021,1,5490_1,1,5490_1_1,2,0.34,0.16,0.25,Ambient
5490,LL,SGS4A,SGS4,2021,1,5490_1,1,5490_1_1,3,0.24,0.23,0.235,Ambient
5490,LL,SGS4A,SGS4,2021,1,5490_1,1,5490_1_1,4,0.31,0.27,0.29,Ambient
5490,LL,SGS4A,SGS4,2021,1,5490_1,1,5490_1_1,5,0.16,0.24,0.2,Ambient
5490,LL,SGS4A,SGS4,2021,1,5490_1,1,5490_1_1,6,0.21,0.23,0.22,Ambient
5490,LL,SGS4A,SGS4,2021,1,5490_1,2,5490_1_2,1,0.21,0.2,0.205,Ambient
5490,LL,SGS4A,SGS4,2021,1,5490_1,2,5490_1_2,2,0.19,0.26,0.225,Ambient
5490,LL,SGS4A,SGS4,2021,1,5490_1,2,5490_1_2,3,0.21,0.23,0.22,Ambient
5490,LL,SGS4A,SGS4,2021,1,5490_1,2,5490_1_2,4,0.21,0.22,0.215,Ambient
5490,LL,SGS4A,SGS4,2021,1,5490_1,2,5490_1_2,5,0.19,0.2,0.195,Ambient
5490,LL,SGS4A,SGS4,2021,1,5490_1,3,5490_1_3,1,0.31,0.2,0.255,Ambient
5490,LL,SGS4A,SGS4,2021,1,5490_1,3,5490_1_3,2,0.15,0.34,0.245,Ambient
5490,LL,SGS4A,SGS4,2021,1,5490_1,3,5490_1_3,3,0.32,0.19,0.255,Ambient
5490,LL,SGS4A,SGS4,2021,1,5490_1,4,5490_1_4,1,0.4,0.14,0.27,Ambient
5490,LL,SGS4A,SGS4,2021,1,5490_1,4,5490_1_4,2,0.36,0.12,0.24,Ambient
5490,LL,SGS4A,SGS4,2021,1,5490_1,4,5490_1_4,3,0.18,0.34,0.26,Ambient
5490,LL,SGS4A,SGS4,2021,1,5490_1,4,5490_1_4,4,0.3,0.23,0.265,Ambient
5490,LL,SGS4A,SGS4,2021,6,5490_6,1,5490_6_1,1,0.36,0.15,0.255,Ambient
5490,LL,SGS4A,SGS4,2021,6,5490_6,1,5490_6_1,2,0.22,0.13,0.175,Ambient
5490,LL,SGS4A,SGS4,2021,6,5490_6,1,5490_6_1,3,0.33,0.15,0.24,Ambient
5490,LL,SGS4A,SGS4,2021,6,5490_6,1,5490_6_1,4,0.23,0.17,0.2,Ambient
5490,LL,SGS4A,SGS4,2021,6,5490_6,2,5490_6_2,1,0.19,0.23,0.21,Ambient
5490,LL,SGS4A,SGS4,2021,6,5490_6,2,5490_6_2,2,0.35,0.19,0.27,Ambient
5490,LL,SGS4A,SGS4,2021,6,5490_6,2,5490_6_2,3,0.16,0.32,0.24,Ambient
5490,LL,SGS4A,SGS4,2021,6,5490_6,3,5490_6_3,1,0.39,0.13,0.26,Ambient
5490,LL,SGS4A,SGS4,2021,6,5490_6,3,5490_6_3,2,0.43,0.12,0.275,Ambient
5490,LL,SGS4A,SGS4,2021,6,5490_6,3,5490_6_3,3,0.22,0.16,0.19,Ambient
5490,LL,SGS4A,SGS4,2021,6,5490_6,3,5490_6_3,4,0.15,0.16,0.155,Ambient
5490,LL,SGS4A,SGS4,2021,6,5490_6,4,5490_6_4,1,0.23,0.25,0.24,Ambient
5490,LL,SGS4A,SGS4,2021,6,5490_6,4,5490_6_4,2,0.24,0.23,0.235,Ambient
5490,LL,SGS4A,SGS4,2021,6,5490_6,4,5490_6_4,3,0.3,0.19,0.245,Ambient
5490,LL,SGS4A,SGS4,2021,6,5490_6,4,5490_6_4,4,0.33,0.16,0.245,Ambient
5490,LL,SGS4A,SGS4,2021,6,5490_6,4,5490_6_4,5,0.35,0.14,0.245,Ambient
5490,LL,SGS4A,SGS4,2021,5,5490_5,1,5490_5_1,1,0.18,0.37,0.275,Ambient
5490,LL,SGS4A,SGS4,2021,5,5490_5,1,5490_5_1,2,0.26,0.21,0.235,Ambient
5490,LL,SGS4A,SGS4,2021,5,5490_5,1,5490_5_1,3,0.19,0.29,0.24,Ambient
5490,LL,SGS4A,SGS4,2021,5,5490_5,1,5490_5_1,4,0.35,0.21,0.28,Ambient
5490,LL,SGS4A,SGS4,2021,5,5490_5,2,5490_5_2,1,0.27,0.21,0.24,Ambient
5490,LL,SGS4A,SGS4,2021,5,5490_5,2,5490_5_2,2,0.24,0.2,0.22,Ambient
5490,LL,SGS4A,SGS4,2021,5,5490_5,2,5490_5_2,3,0.21,0.2,0.205,Ambient
5490,LL,SGS4A,SGS4,2021,5,5490_5,2,5490_5_2,4,0.25,0.2,0.225,Ambient
5490,LL,SGS4A,SGS4,2021,5,5490_5,2,5490_5_2,5,0.18,0.38,0.28,Ambient
5490,LL,SGS4A,SGS4,2021,5,5490_5,2,5490_5_2,6,0.11,0.08,0.095,Ambient
5490,LL,SGS4A,SGS4,2021,5,5490_5,3,5490_5_3,1,0.24,0.18,0.21,Ambient
5490,LL,SGS4A,SGS4,2021,5,5490_5,3,5490_5_3,2,0.26,0.21,0.235,Ambient
5490,LL,SGS4A,SGS4,2021,5,5490_5,3,5490_5_3,3,0.16,0.35,0.255,Ambient
5490,LL,SGS4A,SGS4,2021,5,5490_5,4,5490_5_4,1,0.39,0.13,0.26,Ambient
5490,LL,SGS4A,SGS4,2021,5,5490_5,4,5490_5_4,2,0.13,0.38,0.255,Ambient
5490,LL,SGS4A,SGS4,2021,5,5490_5,4,5490_5_4,3,0.22,0.27,0.245,Ambient
5490,LL,SGS4A,SGS4,2021,5,5490_5,4,5490_5_4,4,0.22,0.2,0.21,Ambient
5490,LL,SGS4A,SGS4,2021,5,5490_5,4,5490_5_4,5,0.24,0.16,0.2,Ambient
5490,LL,SGS4A,SGS4,2021,10,5490_10,1,5490_10_1,1,0.16,0.42,0.29,Ambient
5490,LL,SGS4A,SGS4,2021,10,5490_10,1,5490_10_1,2,0.24,0.24,0.24,Ambient
5490,LL,SGS4A,SGS4,2021,10,5490_10,1,5490_10_1,3,0.22,0.26,0.24,Ambient
5490,LL,SGS4A,SGS4,2021,10,5490_10,1,5490_10_1,4,0.29,0.24,0.265,Ambient
5490,LL,SGS4A,SGS4,2021,10,5490_10,2,5490_10_2,1,0.35,0.2,0.275,Ambient
5490,LL,SGS4A,SGS4,2021,10,5490_10,2,5490_10_2,2,0.19,0.36,0.275,Ambient
5490,LL,SGS4A,SGS4,2021,10,5490_10,2,5490_10_2,3,0.22,0.27,0.245,Ambient
5495,LL,IHP1D,IHP1,2021,5,5495_5,1,5495_5_1,1,0.16,0.23,0.195,Elevated
5495,LL,IHP1D,IHP1,2021,8,5495_8,1,5495_8_1,2,0.15,0.23,0.19,Elevated
5495,LL,IHP1D,IHP1,2021,8,5495_8,1,5495_8_1,3,0.25,0.12,0.185,Elevated
5495,LL,IHP1D,IHP1,2021,8,5495_8,2,5495_8_2,1,0.36,0.13,0.245,Elevated
5495,LL,IHP1D,IHP1,2021,8,5495_8,2,5495_8_2,2,0.34,0.16,0.25,Elevated
5495,LL,IHP1D,IHP1,2021,8,5495_8,3,5495_8_3,1,0.29,0.14,0.215,Elevated
5495,LL,IHP1D,IHP1,2021,8,5495_8,4,5495_8_4,1,0.18,0.26,0.22,Elevated
5495,LL,IHP1D,IHP1,2021,8,5495_8,4,5495_8_4,2,0.15,0.31,0.23,Elevated
5495,LL,IHP1D,IHP1,2021,4,5495_4,1,5495_4_1,1,0.26,0.15,0.205,Elevated
5495,LL,IHP1D,IHP1,2021,4,5495_4,1,5495_4_1,2,0.37,0.18,0.275,Elevated
5495,LL,IHP1D,IHP1,2021,4,5495_4,1,5495_4_1,3,0.51,0.12,0.315,Elevated
5495,LL,IHP1D,IHP1,2021,4,5495_4,2,5495_4_2,1,0.16,0.21,0.185,Elevated
5495,LL,IHP1D,IHP1,2021,4,5495_4,2,5495_4_2,2,0.36,0.19,0.275,Elevated
5495,LL,IHP1D,IHP1,2021,4,5495_4,2,5495_4_2,3,0.19,0.28,0.235,Elevated
5495,LL,IHP1D,IHP1,2021,4,5495_4,2,5495_4_2,4,0.19,0.26,0.225,Elevated
5495,LL,IHP1D,IHP1,2021,4,5495_4,2,5495_4_2,5,0.32,0.18,0.25,Elevated
5495,LL,IHP1D,IHP1,2021,4,5495_4,4,5495_4_4,1,0.25,0.17,0.21,Elevated
5495,LL,IHP1D,IHP1,2021,4,5495_4,4,5495_4_4,2,0.16,0.41,0.285,Elevated
5495,LL,IHP1D,IHP1,2021,3,5495_3,3,5495_3_3,1,0.21,0.13,0.17,Elevated
5495,LL,IHP1D,IHP1,2021,3,5495_3,3,5495_3_3,2,0.21,0.15,0.18,Elevated
5495,LL,IHP1D,IHP1,2021,3,5495_3,4,5495_3_4,1,0.36,0.13,0.245,Elevated
5495,LL,IHP1D,IHP1,2021,9,5495_9,1,5495_9_1,1,0.24,0.13,0.185,Elevated
5495,LL,IHP1D,IHP1,2021,9,5495_9,1,5495_9_1,2,0.19,0.25,0.22,Elevated
5495,LL,IHP1D,IHP1,2021,9,5495_9,1,5495_9_1,3,0.22,0.18,0.2,Elevated
5495,LL,IHP1D,IHP1,2021,9,5495_9,1,5495_9_1,4,0.27,0.2,0.235,Elevated
5495,LL,IHP1D,IHP1,2021,9,5495_9,2,5495_9_2,1,0.14,0.4,0.27,Elevated
5495,LL,IHP1D,IHP1,2021,9,5495_9,2,5495_9_2,2,0.24,0.21,0.225,Elevated
5495,LL,IHP1D,IHP1,2021,9,5495_9,2,5495_9_2,3,0.24,0.23,0.235,Elevated
5495,LL,IHP1D,IHP1,2021,9,5495_9,3,5495_9_3,1,0.43,0.14,0.285,Elevated
5519,LL,SGS4A,SGS4,2021,5,5519_5,1,5519_5_1,1,0.17,0.18,0.175,Ambient
5519,LL,SGS4A,SGS4,2021,5,5519_5,1,5519_5_1,2,0.12,0.18,0.15,Ambient
5519,LL,SGS4A,SGS4,2021,5,5519_5,1,5519_5_1,3,0.22,0.15,0.185,Ambient
5519,LL,SGS4A,SGS4,2021,5,5519_5,1,5519_5_1,4,0.22,0.1,0.16,Ambient
5519,LL,SGS4A,SGS4,2021,5,5519_5,1,5519_5_1,5,0.22,0.09,0.155,Ambient
5519,LL,SGS4A,SGS4,2021,5,5519_5,1,5519_5_1,6,0.23,0.14,0.185,Ambient
5519,LL,SGS4A,SGS4,2021,5,5519_5,1,5519_5_1,7,0.2,0.2,0.2,Ambient
5519,LL,SGS4A,SGS4,2021,5,5519_5,2,5519_5_2,1,0.21,0.22,0.215,Ambient
5519,LL,SGS4A,SGS4,2021,5,5519_5,2,5519_5_2,2,0.12,0.22,0.17,Ambient
5519,LL,SGS4A,SGS4,2021,5,5519_5,2,5519_5_2,3,0.24,0.11,0.175,Ambient
5519,LL,SGS4A,SGS4,2021,5,5519_5,2,5519_5_2,4,0.15,0.16,0.155,Ambient
5519,LL,SGS4A,SGS4,2021,5,5519_5,2,5519_5_2,5,0.17,0.17,0.17,Ambient
5519,LL,SGS4A,SGS4,2021,5,5519_5,2,5519_5_2,6,0.24,0.16,0.2,Ambient
5519,LL,SGS4A,SGS4,2021,5,5519_5,2,5519_5_2,7,0.13,0.1,0.115,Ambient
5519,LL,SGS4A,SGS4,2021,5,5519_5,3,5519_5_3,1,0.16,0.19,0.175,Ambient
5519,LL,SGS4A,SGS4,2021,5,5519_5,3,5519_5_3,2,0.13,0.24,0.185,Ambient
5519,LL,SGS4A,SGS4,2021,5,5519_5,3,5519_5_3,3,0.21,0.11,0.16,Ambient
5519,LL,SGS4A,SGS4,2021,5,5519_5,3,5519_5_3,4,0.2,0.21,0.205,Ambient
5519,LL,SGS4A,SGS4,2021,5,5519_5,3,5519_5_3,5,0.08,0.14,0.11,Ambient
5519,LL,SGS4A,SGS4,2021,5,5519_5,3,5519_5_3,6,0.14,0.11,0.125,Ambient
5519,LL,SGS4A,SGS4,2021,11,5519_11,1,5519_11_1,1,0.1,0.08,0.09,Ambient
5519,LL,SGS4A,SGS4,2021,11,5519_11,1,5519_11_1,2,0.1,0.17,0.135,Ambient
5519,LL,SGS4A,SGS4,2021,11,5519_11,2,5519_11_2,1,0.18,0.17,0.175,Ambient
5519,LL,SGS4A,SGS4,2021,11,5519_11,2,5519_11_2,2,0.18,0.24,0.21,Ambient
5519,LL,SGS4A,SGS4,2021,4,5519_4,1,5519_4_1,1,0.17,0.26,0.215,Ambient
5519,LL,SGS4A,SGS4,2021,4,5519_4,1,5519_4_1,2,0.18,0.18,0.18,Ambient
5519,LL,SGS4A,SGS4,2021,4,5519_4,2,5519_4_2,1,0.13,0.19,0.16,Ambient
5519,LL,SGS4A,SGS4,2021,4,5519_4,2,5519_4_2,2,0.22,0.15,0.185,Ambient
5519,LL,SGS4A,SGS4,2021,4,5519_4,2,5519_4_2,3,0.17,0.15,0.16,Ambient
5519,LL,SGS4A,SGS4,2021,6,5519_6,1,5519_6_1,1,0.1,0.08,0.09,Ambient
5519,LL,SGS4A,SGS4,2021,6,5519_6,1,5519_6_1,2,0.18,0.17,0.175,Ambient
5519,LL,SGS4A,SGS4,2021,6,5519_6,1,5519_6_1,3,0.2,0.08,0.14,Ambient
5519,LL,SGS4A,SGS4,2021,6,5519_6,1,5519_6_1,4,0.23,0.14,0.185,Ambient
5519,LL,SGS4A,SGS4,2021,6,5519_6,1,5519_6_1,5,0.22,0.11,0.165,Ambient
5519,LL,SGS4A,SGS4,2021,6,5519_6,1,5519_6_1,6,0.15,0.15,0.15,Ambient
5519,LL,SGS4A,SGS4,2021,6,5519_6,2,5519_6_2,1,0.04,0.04,0.04,Ambient
5519,LL,SGS4A,SGS4,2021,6,5519_6,2,5519_6_2,2,0.12,0.11,0.115,Ambient
5519,LL,SGS4A,SGS4,2021,6,5519_6,3,5519_6_3,1,0.13,0.11,0.12,Ambient
5519,LL,SGS4A,SGS4,2021,6,5519_6,3,5519_6_3,2,0.11,0.13,0.12,Ambient
5519,LL,SGS4A,SGS4,2021,6,5519_6,3,5519_6_3,3,0.11,0.15,0.13,Ambient
5519,LL,SGS4A,SGS4,2021,6,5519_6,3,5519_6_3,4,0.14,0.09,0.115,Ambient
5519,LL,SGS4A,SGS4,2021,6,5519_6,3,5519_6_3,5,0.14,0.13,0.135,Ambient
2627,LL,SGS4A,SGS4,2021,7,2627_7,1,2627_7_1,1,0.23,0.15,0.19,Ambient
2627,LL,SGS4A,SGS4,2021,7,2627_7,1,2627_7_1,2,0.18,0.23,0.205,Ambient
2627,LL,SGS4A,SGS4,2021,7,2627_7,1,2627_7_1,3,0.17,0.21,0.19,Ambient
2627,LL,SGS4A,SGS4,2021,7,2627_7,2,2627_7_2,1,0.28,0.19,0.235,Ambient
2627,LL,SGS4A,SGS4,2021,7,2627_7,2,2627_7_2,2,0.19,0.24,0.215,Ambient
2627,LL,SGS4A,SGS4,2021,7,2627_7,3,2627_7_3,1,0.19,0.24,0.215,Ambient
2627,LL,SGS4A,SGS4,2021,7,2627_7,3,2627_7_3,2,0.22,0.2,0.21,Ambient
2627,LL,SGS4A,SGS4,2021,7,2627_7,4,2627_7_4,1,0.33,0.17,0.25,Ambient
2627,LL,SGS4A,SGS4,2021,7,2627_7,4,2627_7_4,2,0.25,0.17,0.21,Ambient
2627,LL,SGS4A,SGS4,2021,2,2627_2,1,2627_2_1,1,0.24,0.11,0.175,Ambient
2627,LL,SGS4A,SGS4,2021,2,2627_2,1,2627_2_1,2,0.2,0.2,0.2,Ambient
2627,LL,SGS4A,SGS4,2021,2,2627_2,1,2627_2_1,3,0.19,0.21,0.2,Ambient
2627,LL,SGS4A,SGS4,2021,2,2627_2,1,2627_2_1,4,0.26,0.2,0.23,Ambient
2627,LL,SGS4A,SGS4,2021,2,2627_2,1,2627_2_1,5,0.37,0.14,0.255,Ambient
2627,LL,SGS4A,SGS4,2021,2,2627_2,2,2627_2_2,1,0.18,0.25,0.215,Ambient
2627,LL,SGS4A,SGS4,2021,2,2627_2,2,2627_2_2,2,0.21,0.278,0.244,Ambient
2627,LL,SGS4A,SGS4,2021,2,2627_2,2,2627_2_2,3,0.36,0.14,0.25,Ambient
2627,LL,SGS4A,SGS4,2021,2,2627_2,3,2627_2_3,1,0.24,0.17,0.205,Ambient
2627,LL,SGS4A,SGS4,2021,2,2627_2,3,2627_2_3,2,0.2,0.2,0.2,Ambient
2627,LL,SGS4A,SGS4,2021,2,2627_2,3,2627_2_3,3,0.22,0.18,0.2,Ambient
2627,LL,SGS4A,SGS4,2021,2,2627_2,3,2627_2_3,4,0.23,0.21,0.22,Ambient
2627,LL,SGS4A,SGS4,2021,2,2627_2,3,2627_2_3,5,0.26,0.17,0.215,Ambient
2627,LL,SGS4A,SGS4,2021,2,2627_2,4,2627_2_4,1,0.21,0.21,0.21,Ambient
2627,LL,SGS4A,SGS4,2021,2,2627_2,4,2627_2_4,2,0.2,0.23,0.215,Ambient
2627,LL,SGS4A,SGS4,2021,2,2627_2,4,2627_2_4,3,0.17,0.3,0.235,Ambient
2627,LL,SGS4A,SGS4,2021,4,2627_4,1,2627_4_1,1,0.19,0.16,0.175,Ambient
2627,LL,SGS4A,SGS4,2021,4,2627_4,1,2627_4_1,2,0.16,0.22,0.19,Ambient
2627,LL,SGS4A,SGS4,2021,4,2627_4,1,2627_4_1,3,0.19,0.31,0.25,Ambient
2627,LL,SGS4A,SGS4,2021,4,2627_4,2,2627_4_2,1,0.23,0.17,0.2,Ambient
2627,LL,SGS4A,SGS4,2021,4,2627_4,2,2627_4_2,2,0.19,0.2,0.195,Ambient
2627,LL,SGS4A,SGS4,2021,4,2627_4,3,2627_4_3,1,0.25,0.19,0.22,Ambient
2627,LL,SGS4A,SGS4,2021,4,2627_4,3,2627_4_3,2,0.19,0.23,0.21,Ambient
2627,LL,SGS4A,SGS4,2021,4,2627_4,4,2627_4_4,1,0.28,0.16,0.22,Ambient
2627,LL,SGS4A,SGS4,2021,4,2627_4,4,2627_4_4,2,0.14,0.28,0.21,Ambient
2627,LL,SGS4A,SGS4,2021,6,2627_6,1,2627_6_1,1,0.19,0.16,0.175,Ambient
2627,LL,SGS4A,SGS4,2021,6,2627_6,1,2627_6_1,2,0.18,0.21,0.195,Ambient
2627,LL,SGS4A,SGS4,2021,6,2627_6,1,2627_6_1,3,0.21,0.2,0.205,Ambient
2627,LL,SGS4A,SGS4,2021,6,2627_6,1,2627_6_1,4,0.14,0.21,0.175,Ambient
2627,LL,SGS4A,SGS4,2021,6,2627_6,1,2627_6_1,5,0.15,0.2,0.175,Ambient
2627,LL,SGS4A,SGS4,2021,6,2627_6,1,2627_6_1,6,0.2,0.23,0.215,Ambient
2627,LL,SGS4A,SGS4,2021,6,2627_6,4,2627_6_4,1,0.22,0.16,0.19,Ambient
2627,LL,SGS4A,SGS4,2021,6,2627_6,4,2627_6_4,2,0.24,0.16,0.2,Ambient
2627,LL,SGS4A,SGS4,2021,6,2627_6,4,2627_6_4,3,0.2,0.17,0.185,Ambient
2627,LL,SGS4A,SGS4,2021,6,2627_6,4,2627_6_4,4,0.18,0.16,0.17,Ambient
2627,LL,SGS4A,SGS4,2021,6,2627_6,4,2627_6_4,5,0.17,0.21,0.19,Ambient
2627,LL,SGS4A,SGS4,2021,6,2627_6,4,2627_6_4,6,0.18,0.29,0.235,Ambient
5499,LT,SGS4A,SGS4,2021,3,5499_3,1,5499_3_1,1,0.26,0.11,0.185,Elevated
5499,LT,SGS4A,SGS4,2021,3,5499_3,1,5499_3_1,2,0.35,0.14,0.245,Elevated
5499,LT,SGS4A,SGS4,2021,3,5499_3,1,5499_3_1,3,0.42,0.18,0.3,Elevated
5499,LT,SGS4A,SGS4,2021,3,5499_3,1,5499_3_1,4,0.27,0.18,0.225,Elevated
5499,LT,SGS4A,SGS4,2021,3,5499_3,1,5499_3_1,5,0.26,0.22,0.24,Elevated
5499,LT,SGS4A,SGS4,2021,3,5499_3,2,5499_3_2,1,0.16,0.24,0.2,Elevated
5499,LT,SGS4A,SGS4,2021,3,5499_3,2,5499_3_2,2,0.25,0.2,0.225,Elevated
5499,LT,SGS4A,SGS4,2021,3,5499_3,2,5499_3_2,3,0.28,0.16,0.22,Elevated
5499,LT,SGS4A,SGS4,2021,3,5499_3,2,5499_3_2,4,0.35,0.18,0.265,Elevated
5499,LT,SGS4A,SGS4,2021,3,5499_3,3,5499_3_3,1,0.27,0.12,0.195,Elevated
5499,LT,SGS4A,SGS4,2021,3,5499_3,3,5499_3_3,2,0.13,0.32,0.225,Elevated
5499,LT,SGS4A,SGS4,2021,3,5499_3,3,5499_3_3,3,0.12,0.38,0.25,Elevated
5499,LT,SGS4A,SGS4,2021,3,5499_3,3,5499_3_3,4,0.17,0.3,0.235,Elevated
5499,LT,SGS4A,SGS4,2021,3,5499_3,3,5499_3_3,5,0.25,0.19,0.22,Elevated
5499,LT,SGS4A,SGS4,2021,3,5499_3,3,5499_3_3,6,0.27,0.21,0.24,Elevated
5499,LT,SGS4A,SGS4,2021,3,5499_3,4,5499_3_4,1,0.22,0.14,0.18,Elevated
5499,LT,SGS4A,SGS4,2021,3,5499_3,4,5499_3_4,2,0.15,0.3,0.225,Elevated
5499,LT,SGS4A,SGS4,2021,3,5499_3,4,5499_3_4,3,0.31,0.18,0.245,Elevated
5499,LT,SGS4A,SGS4,2021,3,5499_3,4,5499_3_4,4,0.14,0.39,0.265,Elevated
5499,LT,SGS4A,SGS4,2021,8,5499_8,1,5499_8_1,1,0.15,0.68,0.415,Elevated
5499,LT,SGS4A,SGS4,2021,8,5499_8,1,5499_8_1,2,0.21,0.23,0.22,Elevated
5499,LT,SGS4A,SGS4,2021,8,5499_8,1,5499_8_1,3,0.27,0.15,0.21,Elevated
5499,LT,SGS4A,SGS4,2021,8,5499_8,1,5499_8_1,4,0.26,0.2,0.23,Elevated
5499,LT,SGS4A,SGS4,2021,8,5499_8,2,5499_8_2,1,0.3,0.16,0.23,Elevated
5499,LT,SGS4A,SGS4,2021,8,5499_8,2,5499_8_2,2,0.17,0.29,0.23,Elevated
5499,LT,SGS4A,SGS4,2021,8,5499_8,2,5499_8_2,3,0.18,0.21,0.195,Elevated
5499,LT,SGS4A,SGS4,2021,8,5499_8,2,5499_8_2,4,0.13,0.28,0.205,Elevated
5499,LT,SGS4A,SGS4,2021,8,5499_8,3,5499_8_3,1,0.24,0.24,0.24,Elevated
5499,LT,SGS4A,SGS4,2021,8,5499_8,3,5499_8_3,2,0.25,0.18,0.215,Elevated
5499,LT,SGS4A,SGS4,2021,8,5499_8,3,5499_8_3,3,0.18,0.25,0.215,Elevated
5499,LT,SGS4A,SGS4,2021,8,5499_8,3,5499_8_3,4,0.42,0.18,0.3,Elevated
